389,"Sector-2 Industrial Area, Pithampur - MPPCB",183,22.624758,75.675240
390,"Sector-2 Murlipura, Jaipur - RSPCB",105,26.960669,75.771820
391,"Sector-25, Chandigarh - CPCC",56,30.751463,76.762878
392,"Sector-2E Kalamboli, Navi Mumbai - MPCB",171,19.025789,73.102966
393,"Sector-3B Avas Vikas Colony, Agra - UPPCB",2,27.194120,77.962372
394,"Sector-53, Chandigarh - CPCC",56,30.719858,76.738640
395,"Sector-D Industrial Area, Mandideep - MPPCB",149,23.108440,77.511429
396,"Semmandalam, Cuddalore - TNPCB",68,11.763768,79.749985
397,"Sewri, Mumbai - BMC",157,19.000084,72.856728
398,"SFTI Kusdihra, Gaya - BSPCB",87,24.762518,84.982346
399,"Shadipur, Delhi - CPCB",74,28.651478,77.147308
400,"Shahjahan Garden, Agra - UPPCB",2,27.169338,78.035820
401,"Shasthri Nagar, Ratlam - IPCA Lab",198,23.331732,75.045982
402,"Shastri Nagar, Chittorgarh - RSPCB",65,24.892048,74.623528
403,"Shastri Nagar, Jaipur - RSPCB",105,26.950293,75.730942
404,"Shastri Nagar, Tonk - RSPCB",236,26.159933,75.780518
405,"Shastripuram, Agra - UPPCB",2,27.198620,77.920662
406,"Shivaji Nagar, Jhansi - UPPCB",112,25.454700,78.603897
407,"Shivaji Nagar, Mumbai - BMC",157,19.060497,72.923355
408,"Shivaji Nagar, Rishikesh - UKPCB",199,30.075911,78.285957
409,"Shivaji University, Kolhapur - MPCB",133,16.687044,74.250587
410,"Shivapura_Peenya, Bengaluru - KSPCB",35,13.024634,77.508011
411,"Shivneri Colony, Amravati - MPCB",9,20.940235,77.789528
412,"Shri Shivaji Science College, Amravati - MPCB",9,20.939198,77.765701
413,"Shrinath Puram, Kota - RSPCB",138,25.143890,75.821259
414,"Shrivastav Colony, Damoh - MPPCB",70,23.817488,79.446243
415,"SIDCO Kurichi, Coimbatore - TNPCB",67,10.942451,76.978996
416,"Siddharth Nagar-Worli, Mumbai - IITM",157,19.000084,72.813995
417,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",240,19.235580,73.159119
418,"Silk Board, Bengaluru - KSPCB",35,12.917348,77.622810
419,"Siltara Phase-II, Raipur - CECB",190,21.371752,81.664932
420,"Sinchan Bhavan, Kolhapur - MPCB",133,16.714375,74.242638
421,"Sion, Mumbai - MPCB",157,19.047001,72.874603
422,"SIPCOT Industrial Park, Perundurai - TNPCB",181,11.258242,77.552757
423,"SIPCOT Nathampannai, Pudukottai - TNPCB",187,10.423417,78.784889
424,"SIPCOT Phase-1, Hosur - TNPCB",99,12.746998,77.813812
425,"Sirifort, Delhi - CPCB",74,28.550425,77.215935
426,"Sneh Nagar, Nanded - MPCB",168,19.173853,77.296288
427,"Somajiguda, Hyderabad - TSPCB",102,17.417093,78.457436
428,"Sona College of Technology, Salem - TNPCB",204,11.679111,78.125053
429,"Sonia Vihar, Delhi - DPCC",74,28.710508,77.249481
430,"Sri Aurobindo Marg, Delhi - DPCC",74,28.531345,77.190155
431,"St Joseph College, Tiruchirappalli - TNPCB",231,10.830158,78.691849
432,"Stuart Hill, Madikeri - KSPCB",143,12.415911,75.735046
433,"Subash Chowk, Churu - RSPCB",66,28.296139,74.961693
434,"Suhagi, Jabalpur - JMC",104,23.218136,79.957771
435,"Suryakiran Bhawan NCL, Singrauli - MPPCB",215,24.108971,82.645576
436,"SVPI Airport Hansol, Ahmedabad - IITM",3,23.076794,72.627876
437,"SVSPA Campus, Barrackpore - WBPCB",31,22.760557,88.361755
438,"T T Nagar, Bhopal - MPPCB",43,23.233583,77.400574
439,"Talcher Coalfields,Talcher - OSPCB",224,20.936071,85.170700
440,"Talkatora District Industries Center, Lucknow - CPCB",141,26.833998,80.891739
441,"Tarakpur, Ahmednagar - MPCB",4,19.101219,74.733391
442,"Tarapur, Silchar - PCBA",213,24.828270,92.795250
443,"Tata Stadium, Jorapokhar - JSPCB",115,23.707909,86.414673
444,"Tata Township, Bileipada - OSPCB",48,22.061567,85.474098
445,"Thavakkara, Kannur - Kerala PCB",120,11.875000,75.373199
446,"Thergaon, Pimpri Chinchwad - MPCB",182,18.616318,73.765800
447,"Thimmalapura, Tumakuru - KSPCB",237,13.377516,77.099075
448,"Toll Gate, Tirumala - APPCB",232,13.670000,79.349998
449,"Tondare-Taloja, Navi Mumbai - MPCB",171,19.063000,73.120903
450,"Town Hall, Munger - BSPCB",158,25.376776,86.471519
451,"Transport Nagar, Moradabad - UPPCB",155,28.802626,78.753731
452,"Transport Nagar-Nigdi, Pune - IITM",188,18.664282,73.763969
453,"Trivenidevi Bhalotia College, Asansol - WBPCB",17,23.616514,87.119133
454,"Uchapatti, Madurai - TNPCB",144,9.865935,78.022667
455,"Udyogamandal, Eloor - Kerala PCB",83,10.073232,76.302765
456,"Upvan Fort, Thane - MPCB",226,19.222279,72.957977
457,"Urban, Chamarajanagar - KSPCB",55,11.553580,76.555206
458,"Urja Nagar, Korba - CECB",137,22.348440,82.549614
459,"Vaikuntapuram, Tirupati - APPCB",234,13.615387,79.409233
460,"Vasanthapuram, Vellore - TNPCB",244,12.909494,79.131859
461,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",41,28.207266,76.829262
462,"Vasundhara, Ghaziabad - UPPCB",88,28.660336,77.357254
463,"Vedhaynath Colony, Sirohi - RSPCB",216,24.885262,72.857552
464,"Velachery Res. Area, Chennai - CPCB",59,13.005219,80.239815
465,"Velippalayam, Nagapattinam - TNPCB",163,10.798548,79.838211
466,"Vibhab Nagar, Firozabad - UPPCB",84,27.159401,78.395302
467,"Victoria, Kolkata - WBPCB",134,22.544807,88.340370
468,"Vidayagiri, Bagalkot - KSPCB",22,16.172806,75.659691
469,"Vijay Nagar Scheme-78, Indore - Glenmark",103,22.767260,75.887100
470,"Vijay Nagar, Ramanagara - KSPCB",195,12.733409,77.298050
471,"Vijay Nagar, Sangli - MPCB",206,NULL,74.362297
472,"Vile Parle West, Mumbai - MPCB",157,19.108610,72.836220
473,"Vinoba Nagara, Shivamogga - KSPCB",211,13.940000,75.555916
474,"Vivek Vihar, Delhi - DPCC",74,28.672342,77.315262
475,"VOC Nagar_SIPCOT, Ranipet - TNPCB",197,12.952707,79.303940
476,"Ward-32 Bapupara, Siliguri - WBPCB",214,26.687923,88.415253
477,"Wazirpur, Delhi - DPCC",74,28.699793,77.165451
478,"Womens College_City Center, Durgapur - WBPCB (Formerly known as Sidhu Kanhu Indoor Stadium)",82,23.549395,87.300499
479,"Worli, Mumbai - MPCB",157,18.993616,72.812813
480,"Yamunapuram, Bulandshahr - UPPCB",51,28.406963,77.849831
481,"Yerramukkapalli, Kadapa - APPCB",116,14.465052,78.824188
482,"Zero Point GICI, Gangtok - SSPCB",86,27.338530,88.614098
483,"Zoo Park, Hyderabad - TSPCB",102,17.349693,78.451439
